Unnamed: 0,propagation_type,max_noise,firstPathAmp1,firstPathAmp2,firstPathAmp3,stdNoise,maxGrowthCIR,rxPreamCount,firstPath,LDE_PPINDX,LDE_PPAMPL,first_path_power,first_ratio,index_diff,skewness
0,2,1112,15653,17284,15844,40,10363,878,744,746,17283,-83.63739151,-2.327455433,-2,0.670779852438217
1,2,1107,16796,15360,8721,40,11220,847,745,748,16795,-84.58913806,-3.936497683,-3,-0.61974108
2,2,1225,17842,16537,13660,52,13022,1039,744,747,17841,-85.19025516,-3.409820378,-3,-0.422921552
3,2,1275,17490,18059,14326,52,13918,1039,746,748,18058,-84.87369789,-3.382254519,-2,-0.64396873
4,2,1045,17648,15777,11814,44,12610,1039,748,751,17647,-85.65172622,-3.731665395,-3,-0.406491248
5,2,1130,16618,17101,16191,48,13241,1039,749,751,17100,-84.90760428,-3.199600451,-2,0.0751947761819812
6,2,1318,17246,16450,12253,48,11813,876,743,746,17245,-84.05785171,-3.336470888,-3,-0.637712248
7,2,1038,16859,15849,10357,44,13268,1039,743,747,17408,-86.02233519,-4.323178126,-4,-0.641403516
8,2,1044,17151,16472,13928,44,13451,1039,750,753,17150,-85.29718888,-3.657522922,-3,-0.582193922
9,2,1087,16517,18046,16934,44,14000,1039,751,753,18045,-84.63175089,-3.165819557,-2,0.4922084283307118
10,2,1084,18338,17704,11112,44,14203,1039,745,748,18337,-85.2194464,-3.816035579,-3,-0.687189323
11,2,1279,18305,16770,12413,52,13816,1039,750,753,18304,-85.23521307,-3.71182463,-3,-0.511830855
12,2,1129,17470,16136,14773,48,13463,1039,745,748,17469,-85.16018674,-3.524393514,-3,-0.013168369
13,2,1433,18097,17393,11375,52,13326,923,747,750,18096,-84.26927958,-3.617342911,-3,-0.67833176
14,2,1105,17063,16723,12378,40,11773,864,750,753,17062,-83.90277173,-3.286467579,-3,-0.69365468
15,2,1403,17818,17102,9798,60,13538,1039,744,747,17817,-85.61450796,-4.002841374,-3,-0.686458468
16,2,1221,18138,18247,13330,48,14046,959,743,745,18246,-84.16549808,-3.409751844,-2,-0.705908219
17,2,1104,17148,15678,9537,40,12273,861,749,752,17147,-84.4710914,-4.065634976,-3,-0.603115438
18,2,890,16561,16023,10655,32,10225,855,750,753,16560,-84.3168756,-3.179285734,-3,-0.685577039
19,2,1110,17510,17445,15245,40,12498,889,747,750,17509,-83.48801775,-2.883486997,-3,-0.705085571
20,2,1323,17635,17339,12782,48,12713,890,747,750,17634,-83.8647065,-3.324486104,-3,-0.697700901
21,2,1000,17202,16226,11348,36,12659,862,743,746,17201,-84.10445672,-3.82340467,-3,-0.630848989
22,2,1214,16663,16546,15569,44,12565,854,746,749,16662,-83.40194008,-3.169506857,-3,-0.67704821
23,2,952,16756,17458,13103,40,14362,1039,746,748,17457,-85.31001042,-3.954947952,-2,-0.636079143
24,2,1127,18511,17727,10152,44,15216,966,744,747,18510,-84.66159659,-4.190158321,-3,-0.684232391
25,2,866,16878,15448,11141,40,9502,1039,749,752,16877,-85.98904493,-2.839983502,-3,-0.529117373
26,2,1327,18245,17441,10957,48,14089,935,747,750,18244,-84.39456005,-3.872228787,-3,-0.675038234
27,2,1131,17393,14960,8647,44,14095,953,745,749,18267,-85.56247268,-4.876364732,-4,-0.483139335
28,2,1006,16823,17121,14626,36,12335,868,748,750,17120,-83.56378361,-3.109879909,-2,-0.669250663
29,2,1025,17099,18630,17474,40,15040,968,746,748,18629,-83.73413874,-3.194209223,-2,0.5355368236860615
30,2,1112,17196,17111,13617,40,11746,874,748,751,17195,-83.71331607,-2.987086642,-3,-0.705728992
31,2,1111,17490,17196,14018,40,12576,881,746,749,17489,-83.64890784,-3.149914221,-3,-0.68860245
32,2,1372,18063,17521,10120,56,14435,1039,747,750,18062,-85.4354698,-4.102425998,-3,-0.695258875
33,2,1216,17270,16156,10906,44,12724,864,745,748,17269,-84.1866325,-3.907693516,-3,-0.622601891
34,2,1223,17864,17364,12228,44,13536,903,745,748,17863,-84.01797375,-3.624221462,-3,-0.686726853
35,2,1434,17581,18105,15069,52,14147,930,745,747,18104,-83.77473595,-3.316819776,-2,-0.625077814
36,2,1042,17549,16424,15750,44,14270,1039,749,752,17548,-84.93367957,-3.550707609,-3,0.2955570919359708
37,2,1028,17884,16025,11900,40,14271,958,746,749,17883,-84.83456544,-4.156898581,-3,-0.425521922
38,2,1103,18372,17160,12633,40,14107,950,746,749,18371,-84.33947639,-3.684450215,-3,-0.581551091
39,2,1100,17531,16969,13210,40,12390,884,744,747,17530,-83.83533945,-3.242106477,-3,-0.66185813
40,2,943,17052,16720,9758,40,14276,1039,745,748,17051,-85.87051929,-4.489372995,-3,-0.701941436
41,2,1111,17270,16396,11434,40,12706,871,749,752,17269,-84.13294097,-3.777765647,-3,-0.646267513
42,2,926,17919,18294,13645,36,14648,968,747,749,18293,-84.23465949,-3.580034924,-2,-0.690372447
43,2,1324,17314,17993,15483,48,13688,915,749,751,17992,-83.63707647,-3.177153814,-2,-0.495828578
44,2,1207,16624,15706,9105,44,12102,846,744,747,16623,-84.49313371,-4.179397193,-3,-0.667471333
45,2,1038,17957,17383,9900,44,14409,1039,746,749,17956,-85.51313582,-4.17226255,-3,-0.694158038
46,2,1133,16744,16831,10593,48,14326,1039,750,754,17451,-85.80377085,-4.437808627,-4,-0.706636136
47,2,1090,17196,15867,10443,44,14442,1039,748,752,18056,-85.929829,-4.598890719,-4,-0.5989138
48,2,896,17411,15818,9108,32,12646,882,746,749,17410,-84.64269985,-4.157959189,-3,-0.604567766
49,2,897,17123,15945,10126,32,12831,865,746,749,17122,-84.38134874,-4.128730904,-3,-0.629265265
50,2,1185,16452,18057,16929,48,14619,1039,745,747,18056,-84.64115689,-3.363121865,-2,0.4501528370398631
51,2,1324,18530,17436,14351,48,14545,960,751,754,18529,-84.10427387,-3.491085733,-3,-0.50984394
52,2,1105,17294,17150,14106,40,12577,876,751,754,17293,-83.63182051,-3.182608263,-3,-0.702021626
53,2,891,16497,16751,14101,32,12285,848,749,751,16750,-83.57813479,-3.309068612,-2,-0.683177303
54,2,928,18261,17280,14079,36,14307,942,745,748,18260,-84.0587683,-3.538335282,-3,-0.550443958
55,2,1137,17224,16676,15818,48,14425,1039,745,748,17223,-84.93795953,-3.601906057,-3,-0.262179212
56,2,863,17609,16615,15845,36,14890,1039,751,754,17608,-84.87402326,-3.675758552,-3,0.1540012138474289
57,2,889,16674,16667,13197,32,12258,840,749,752,16673,-83.62252386,-3.426233568,-3,-0.707097089
58,2,1328,17492,18040,15219,48,14275,920,745,747,18039,-83.68549951,-3.360603393,-2,-0.601843707
59,2,1431,17342,18225,15787,52,14908,931,749,751,18224,-83.69369252,-3.453992006,-2,-0.32240898
60,2,1216,17689,17840,13450,44,13900,920,743,745,17839,-83.94982818,-3.509318903,-2,-0.704187427
61,2,1212,16394,16393,12226,44,12143,843,745,747,16393,-83.91718161,-3.648989328,-2,-0.707106644
62,2,1326,18616,17143,13970,52,15334,971,751,754,18615,-84.2944065,-3.81167575,-3,-0.41348799
63,2,897,18187,16985,12666,32,14026,930,747,750,18186,-84.22046857,-3.72524721,-3,-0.573227078
64,2,1029,17866,17992,12881,40,13205,953,749,751,17991,-84.27330601,-3.303931313,-2,-0.705620935
65,2,1319,18261,17025,12021,48,14210,932,743,746,18260,-84.30572864,-3.848450437,-3,-0.597428924
66,2,1036,17032,17474,12758,44,14518,1039,745,747,17473,-85.30449455,-3.996350782,-2,-0.684266634
67,2,896,16401,16439,12324,32,12236,844,747,749,16438,-83.9013489,-3.65599391,-2,-0.706901397
68,2,894,16571,16363,12387,32,12351,845,743,746,16570,-83.88239243,-3.667378731,-3,-0.700921392
69,2,999,16556,16383,12587,36,12558,841,747,750,16555,-83.80913382,-3.70751795,-3,-0.702378399
70,2,1322,17513,17578,13317,48,13232,895,747,749,17577,-83.81354405,-3.398437524,-2,-0.706543009
71,2,935,17951,18303,13470,36,15005,963,743,745,18302,-84.20656749,-3.701501004,-2,-0.693554849
72,2,1214,17577,16859,12269,44,12757,874,743,746,17576,-83.88622064,-3.518576807,-3,-0.657977682
73,2,1311,17426,16206,13110,56,14543,1039,747,750,17425,-85.4207352,-4.120063556,-3,-0.475551292
74,2,1213,16792,16415,11836,44,12172,846,743,746,16791,-83.91939507,-3.630706512,-3,-0.692282229
75,2,859,16257,16776,11358,36,14646,1039,743,747,17385,-85.81102112,-4.540999727,-4,-0.683206998
76,2,893,17955,16362,11742,32,14029,935,747,750,17954,-84.56508765,-4.024221851,-3,-0.518253857
77,2,1125,17734,15953,12376,44,14405,943,747,750,17733,-84.67390954,-4.173907571,-3,-0.383654805
78,2,1110,17706,17243,11692,40,13526,904,749,752,17705,-84.15710356,-3.75052804,-3,-0.691910459
79,2,702,16629,16342,11538,32,12085,1039,749,752,16628,-85.79828469,-3.693539553,-3,-0.69910475
80,2,859,17599,17766,12290,36,14455,1039,749,751,17765,-85.2014576,-3.874426874,-2,-0.704820293
81,2,1215,16475,16366,11925,44,12240,842,749,752,16474,-83.94172849,-3.718400099,-3,-0.705704663
82,2,1231,17805,15911,12159,48,14158,949,747,750,17804,-84.75396351,-4.123757604,-3,-0.377564764
83,2,1008,17998,16889,11757,36,13415,906,743,746,17997,-84.17707152,-3.7155136,-3,-0.619882891
84,2,1003,18355,17966,11892,36,12428,960,743,746,18354,-84.37854192,-3.082228968,-3,-0.69795393
85,2,1217,16863,16161,12154,44,12332,852,745,748,16862,-83.96984045,-3.676482981,-3,-0.646850237
86,2,1185,17998,16316,13307,48,14401,1039,749,752,17997,-85.25313382,-3.909848637,-3,-0.330083239
87,2,948,16345,17552,14828,40,14533,1039,747,749,17551,-85.09808624,-3.794427292,-2,-0.138282924
88,2,1230,17806,18532,15663,48,15105,969,745,747,18531,-83.92606498,-3.395895996,-2,-0.523388812
89,2,1027,16564,16458,11828,40,9482,891,745,748,16563,-84.4098024,-2.586347096,-3,-0.70588474
90,2,953,16904,17148,16082,40,14872,1039,749,751,17147,-84.86764366,-3.664125744,-2,-0.558328662
91,2,1001,16855,17691,16067,36,13540,895,749,751,17690,-83.48572795,-3.170553149,-2,0.0361800375609177
92,2,1033,17111,16980,16036,44,14752,1039,751,754,17110,-84.86852343,-3.629820782,-3,-0.667627553
93,2,1106,16948,17151,14562,40,12738,866,749,751,17150,-83.5251986,-3.230952468,-2,-0.691324875
94,2,1428,16943,18330,17235,52,14662,936,751,753,18329,-83.55716962,-3.198684062,-2,0.5823776522731824
95,2,1426,17351,16572,11051,52,12794,866,744,747,17350,-84.08296737,-3.807772254,-3,-0.66640409
96,2,1222,17753,15879,12276,48,14361,936,750,753,17752,-84.634201,-4.185630111,-3,-0.364060647
97,2,1116,16878,16569,12248,40,12135,845,748,751,16877,-83.79814796,-3.506510853,-3,-0.695788068
98,2,1011,17801,18058,14106,36,13948,930,744,746,18057,-83.88681555,-3.367375233,-2,-0.696376238
99,2,998,16860,16692,12962,36,12179,849,748,751,16859,-83.7095985,-3.392660263,-3,-0.702485937
100,2,774,17707,16268,14934,32,14178,1039,744,747,17706,-85.06484718,-3.653785214,-3,0.0463345130029358
101,2,1000,17221,16222,10531,36,12943,868,743,746,17220,-84.27564189,-4.030696157,-3,-0.64663661
102,2,1321,17780,16782,11470,48,13258,895,749,752,17779,-84.17725075,-3.770669451,-3,-0.638863314
103,2,927,18172,17647,11294,36,12765,948,749,752,18171,-84.44581561,-3.374956316,-3,-0.692177014
104,2,860,16612,16769,12126,36,15104,1039,743,747,17748,-85.62536443,-4.48907251,-4,-0.704286931
105,2,1104,17656,16712,11919,40,13147,883,747,750,17655,-84.03765391,-3.711805729,-3,-0.632932396
106,2,1224,18033,18192,13074,48,14931,958,747,749,18191,-84.221901,-3.740579037,-2,-0.704732724
107,2,1211,17605,16860,12434,44,12837,879,745,748,17604,-83.90611925,-3.516076428,-3,-0.651022617
108,2,889,16914,16254,12751,32,12540,848,743,746,16913,-83.80785074,-3.628008326,-3,-0.638519617
109,2,898,17158,17080,13166,32,10891,875,749,752,17157,-83.80507244,-2.740688222,-3,-0.706177997
110,2,1089,16588,18214,17146,44,14985,1039,745,747,18213,-84.55556024,-3.384916023,-2,0.361994614809311
111,2,1108,17267,17181,15275,40,12734,876,749,752,17266,-83.44680409,-3.051469681,-3,-0.702469812
112,2,1003,16547,16070,11349,36,12377,844,746,749,16546,-84.09583372,-3.900237964,-3,-0.685245958
113,2,1005,17117,16648,12047,36,12736,866,750,753,17116,-83.97561037,-3.680682294,-3,-0.684878976
114,2,892,17428,17253,13004,32,13152,889,744,747,17427,-83.88027943,-3.497261474,-3,-0.703227018
115,2,1235,16344,17910,16333,52,14959,1039,750,752,17909,-84.78437043,-3.606184367,-2,0.7069898601192888
116,2,993,17040,16805,13892,36,12618,863,746,749,17039,-83.64930452,-3.344093099,-3,-0.692847499
117,2,988,16408,18005,16813,40,15230,1039,748,750,18004,-84.67687598,-3.576663324,-2,0.5225490983538075
118,2,1038,17440,16599,15496,44,14473,1039,746,749,17439,-84.96519782,-3.64357175,-3,-0.163245387
119,2,1002,17022,17556,15386,36,13373,885,748,750,17555,-83.4936101,-3.222132399,-2,-0.533847408
120,2,898,18297,16907,14117,36,14932,1039,744,747,18296,-84.96461444,-3.778582564,-3,-0.383385551
121,2,1004,18247,16822,12310,36,14051,927,750,753,18246,-84.26098743,-3.801564349,-3,-0.542697825
122,2,947,17022,17761,13540,40,14823,1039,744,746,17760,-85.13411109,-3.916260488,-2,-0.622571498
123,2,1112,18003,17818,12614,40,14236,927,744,747,18002,-84.07688485,-3.674269224,-3,-0.704199001
124,2,1221,17821,17626,11280,52,14910,1039,746,749,17820,-85.31995295,-4.127517692,-3,-0.704923238
125,2,1216,18221,17431,10331,44,14646,934,744,747,18220,-84.46953918,-4.124891217,-3,-0.68090293
126,2,1218,16881,17291,16400,52,14906,1039,751,753,17290,-84.79329497,-3.599694449,-2,-0.097217034
127,2,1426,17085,16770,14337,52,12751,867,749,752,17084,-83.61679345,-3.316953225,-3,-0.672366873
128,2,833,17861,18200,13184,32,14981,965,743,745,18199,-84.30088848,-3.770849519,-2,-0.695491001
129,2,893,17894,17572,12187,32,14031,919,749,752,17893,-84.12934318,-3.73901846,-3,-0.699090788
130,2,891,17375,16370,11466,32,13318,878,743,746,17374,-84.18062478,-3.960223831,-3,-0.627578069
131,2,997,17122,15889,10227,36,12957,862,747,750,17121,-84.34957725,-4.169575786,-3,-0.618709673
132,2,1435,16811,18031,16798,52,14286,915,750,752,18030,-83.50501232,-3.230796162,-2,0.7068387048122217
133,2,1116,17209,18375,16836,40,15195,951,744,746,18374,-83.70877479,-3.367270759,-2,0.5393024389926288
134,2,1214,17509,18020,14496,44,14087,922,750,752,18019,-83.81449271,-3.413158698,-2,-0.65025677
135,2,894,17179,16585,12695,32,12837,858,744,747,17178,-83.79853294,-3.618521858,-3,-0.660083772
136,2,998,16814,16520,12381,36,12304,841,746,749,16813,-83.76000793,-3.569650499,-3,-0.695933471
137,2,926,17633,17742,13054,36,13827,919,746,748,17741,-84.02658942,-3.572658088,-2,-0.70578689
138,2,1216,17073,16217,12094,44,13051,862,746,749,17072,-84.02455606,-3.875947904,-3,-0.625751088
139,2,1037,16453,17056,11935,44,14635,1039,744,748,17560,-85.62626007,-4.352975649,-4,-0.670360828
140,2,859,16661,16587,11733,36,14777,1039,744,748,17809,-85.71142403,-4.48007508,-4,-0.706560619
141,2,1000,16601,16275,11059,36,12881,851,748,751,16600,-84.15496077,-4.060964633,-3,-0.698375089
142,2,1037,17703,17464,10556,44,14883,1039,748,751,17702,-85.47017333,-4.269866463,-3,-0.704349891
143,2,997,17932,17091,14278,36,13627,914,751,754,17931,-83.86393905,-3.394116957,-3,-0.556590885
144,2,1212,17299,15911,9838,44,13476,873,750,753,17298,-84.46648929,-4.346913698,-3,-0.611024733
145,2,991,16415,16776,14272,36,12446,845,747,749,16775,-83.53010208,-3.348365134,-2,-0.650943565
146,2,995,16721,16688,13553,36,12862,851,749,752,16720,-83.66592786,-3.565520977,-3,-0.706845143
147,2,1212,16883,16473,12954,44,12825,854,745,748,16882,-83.80056301,-3.657078597,-3,-0.678547974
148,2,1000,17608,16856,12325,36,13010,874,747,750,17607,-83.87242109,-3.59006467,-3,-0.65242751
149,2,1210,17718,17233,12088,44,13544,890,749,752,17717,-83.96670619,-3.701474773,-3,-0.687931585
150,2,1133,17370,16788,13403,44,15219,964,745,749,18105,-84.62518976,-4.172609519,-4,-0.648843072
151,2,1525,17571,16364,12990,60,14827,962,743,747,18115,-84.71041961,-4.162550305,-4,-0.507161343
152,2,996,16692,16306,12006,36,12800,852,743,746,16691,-83.99879038,-3.867197448,-3,-0.689629877
153,2,1137,16560,16626,10831,48,12562,1039,745,749,17041,-85.85475414,-3.918130338,-4,-0.706793713
154,2,1224,17059,17133,10754,52,14650,1039,747,749,17132,-85.65010424,-4.381268798,-2,-0.706781913
155,2,1112,17266,16206,10607,40,13178,869,747,750,17265,-84.26858262,-4.091781385,-3,-0.637932143
156,2,894,16639,16134,10349,32,12504,846,747,750,16638,-84.22676809,-4.054949741,-3,-0.690533534
157,2,1533,18403,17808,10585,56,15117,963,743,746,18402,-84.58983257,-4.117062219,-3,-0.692267328
158,2,1034,16599,16880,16237,48,12620,1039,744,746,16879,-84.94250459,-3.025886451,-2,-0.152797563
159,2,1128,17114,15029,9044,44,14327,938,749,753,18142,-85.42853777,-4.951132874,-4,-0.515205104
160,2,1425,17956,16577,11045,52,13721,916,743,746,17955,-84.43937108,-3.980418513,-3,-0.595716152
161,2,998,17785,17242,12053,36,13605,892,745,748,17784,-83.97563699,-3.710424626,-3,-0.683753492
162,2,948,16640,17366,14176,40,14862,1039,745,747,17365,-85.1845591,-3.97811998,-2,-0.560112121
163,2,1000,17737,17018,13466,36,12802,888,745,748,17736,-83.78653951,-3.296157688,-3,-0.629278143
164,2,1114,16675,17142,15728,40,12733,864,747,749,17141,-83.36598433,-3.090116131,-2,-0.387870372
165,2,1322,16877,15958,10869,48,12762,849,750,753,16876,-84.1683637,-4.054496557,-3,-0.643498646
166,2,1231,17591,15921,10430,48,15103,976,744,748,18485,-85.28720135,-4.693936482,-4,-0.552362273
167,2,1105,17693,17204,11696,40,13628,899,748,751,17692,-84.11887524,-3.793101915,-3,-0.689993308
168,2,1231,16119,17527,14228,52,14674,1039,750,752,17526,-85.24048505,-3.978758505,-2,-0.176985132
169,2,895,17066,17067,14258,32,12673,869,744,746,17066,-83.59715696,-3.250655046,-2,-0.707106479
170,2,1000,16816,16998,15045,36,12541,857,750,752,16997,-83.40925074,-3.138055245,-2,-0.684535828
171,2,829,16333,16280,11747,32,12595,841,747,750,16332,-84.006486,-3.917647069,-3,-0.706784367
172,2,1315,17404,17511,13309,48,13131,894,743,745,17510,-83.83885862,-3.40018552,-2,-0.705520292
173,2,1000,16152,17179,15216,36,12793,868,751,753,17178,-83.5777135,-3.282142263,-2,0.056701757471005
174,2,1106,17764,16325,10864,40,13466,903,744,747,17763,-84.43220499,-4.01593535,-3,-0.584833698
175,2,1255,17259,16718,12634,44,12629,860,744,747,17258,-83.78539691,-3.514216781,-3,-0.670866083
176,2,888,16808,16722,13645,32,12288,845,748,751,16807,-83.56625965,-3.32903676,-3,-0.705295041
177,2,1220,17238,17114,10082,52,14657,1039,749,752,17237,-85.70323137,-4.436470559,-3,-0.706377863
178,2,950,17128,17397,11448,40,14796,1039,743,745,17396,-85.4864848,-4.260716341,-2,-0.702010519
179,2,1315,17939,17810,12532,48,14293,930,747,750,17938,-84.13022907,-3.716903301,-3,-0.705716252
180,2,994,17355,16916,12292,36,13108,877,749,752,17354,-83.9468377,-3.667309425,-3,-0.687671515
181,2,1219,17651,16907,12588,44,13018,886,743,746,17650,-83.9342482,-3.536115697,-3,-0.648644145
182,2,1214,16851,16540,15293,44,12613,854,745,748,16850,-83.41517692,-3.199302731,-3,-0.595624352
183,2,1321,17775,16579,10817,48,13255,888,750,753,17774,-84.2390227,-3.899659972,-3,-0.625784601
184,2,1212,18018,17856,12453,44,14288,930,744,747,18017,-84.11657111,-3.701725813,-3,-0.705026168
185,2,1213,17035,16194,12408,44,12681,850,750,753,17034,-83.86790035,-3.716156125,-3,-0.615622825
186,2,895,17086,16241,12649,32,12548,852,748,751,17085,-83.83148975,-3.613542213,-3,-0.606156155
187,2,1090,17999,16229,14805,44,14926,1039,748,751,17998,-85.0360924,-3.84831509,-3,0.1317276452487676
188,2,1105,17096,16868,13062,40,12690,863,746,749,17095,-83.75457757,-3.474077144,-3,-0.699062313
189,2,995,17047,16551,13471,36,12416,860,744,747,17046,-83.7325595,-3.387506773,-3,-0.655323072
190,2,1369,16305,17998,16936,56,14798,1039,746,748,17997,-84.67425108,-3.449069622,-2,0.2997808084955924
191,2,926,16348,15951,10065,36,12488,843,747,750,16347,-84.34170079,-4.195177463,-3,-0.696992646
192,2,1038,16401,16491,10961,44,14474,1039,745,749,17615,-85.89970899,-4.578382989,-4,-0.706464439
193,2,930,18268,16709,13449,36,15263,958,747,750,18267,-84.40027525,-4.014463375,-3,-0.40107944
194,2,1106,17209,18170,16053,40,14743,933,751,753,18169,-83.70312305,-3.396448091,-2,-0.112230263
195,2,945,17844,16439,16188,40,14741,1039,751,754,17843,-84.80454458,-3.56260235,-3,0.644710795040932
196,2,945,16439,16729,11126,40,14823,1039,744,748,17712,-85.81643348,-4.598582875,-4,-0.70038961
197,2,1105,17588,17872,13301,40,14205,922,750,752,17871,-84.00308569,-3.637978913,-2,-0.697336888
198,2,947,16961,17567,16478,40,15165,1039,750,752,17566,-84.71811703,-3.599329484,-2,0.1372595327327537
199,2,1029,17497,16033,11228,40,15000,956,743,747,18267,-84.99526356,-4.552117571,-4,-0.551911607
200,2,1218,17251,16489,12606,44,12904,866,749,752,17250,-83.89668615,-3.658671113,-3,-0.633405055
201,2,999,16577,15880,9646,36,12858,852,744,747,16576,-84.45475841,-4.34279999,-3,-0.680664963
202,2,1328,17803,17696,12146,48,14155,927,750,753,17802,-84.20391744,-3.776520759,-3,-0.706236941
203,2,1223,17495,16477,15129,52,15249,1039,750,753,17494,-85.03651928,-3.941721239,-3,-0.168808551
204,2,1106,17643,16756,10443,40,13775,889,745,748,17642,-84.29026507,-4.10824519,-3,-0.666717845
205,2,1030,18230,16691,13405,40,15212,948,743,746,18229,-84.32650853,-4.017304209,-3,-0.40983197
206,2,1105,16670,17050,14713,40,12888,860,745,747,17049,-83.51091968,-3.327905187,-2,-0.634766558
207,2,887,16976,16048,11868,32,12986,850,744,747,16975,-83.99151571,-3.942990446,-3,-0.615711384
208,2,1216,17041,18057,16409,44,14761,918,750,752,18056,-83.55395672,-3.393360164,-2,0.276126130024283
209,2,998,16416,16109,10699,36,12690,838,749,752,16415,-84.14970844,-4.124543552,-3,-0.69986349
210,2,1031,18283,16540,13905,40,15559,974,745,748,18282,-84.50383091,-4.057567841,-3,-0.243318091
211,2,1001,16998,18138,16609,36,14702,929,749,751,18137,-83.61801802,-3.336567187,-2,0.5213040827797951
212,2,1107,16979,16185,11580,40,13112,862,746,749,16978,-84.12744468,-3.999088034,-3,-0.648547244
213,2,950,17555,17789,12673,40,14646,1039,746,748,17788,-85.15233396,-3.882312567,-2,-0.701889863
214,2,1001,17072,17530,15322,36,13235,892,744,746,17529,-83.56814847,-3.183190099,-2,-0.586218684
215,2,1108,18107,17533,11304,40,14507,930,749,752,18106,-84.31412927,-3.965345668,-3,-0.688739267
216,2,1322,17282,16802,12906,48,12873,872,751,754,17281,-83.84398787,-3.535555126,-3,-0.675418584
217,2,928,18468,17849,10409,36,15586,969,748,751,18467,-84.64285709,-4.248827527,-3,-0.691983156
218,2,1114,17854,17518,12388,40,13864,911,746,749,17853,-84.04438988,-3.678007097,-3,-0.697548928
219,2,1215,17134,16822,13880,44,12371,855,744,747,17133,-83.54888414,-3.238709182,-3,-0.683160212
220,2,1406,17338,17661,11911,60,15061,1039,747,749,17660,-85.32635698,-4.177683381,-2,-0.699162879
221,2,1314,17587,16819,13519,48,12910,878,747,750,17586,-83.74718324,-3.391654612,-3,-0.607996438
222,2,1424,17401,15479,11400,56,13734,911,748,752,17526,-84.68438605,-4.277088201,-4,-0.40730998
223,2,1538,17221,17085,14009,56,13167,877,744,747,17220,-83.68288811,-3.422863865,-3,-0.702650129
224,2,1322,17855,17173,11400,48,14309,909,747,750,17854,-84.22745779,-4.017372227,-3,-0.677800371
225,2,998,17233,16938,12745,36,13000,875,747,750,17232,-83.88098499,-3.585356715,-3,-0.696137059
226,2,998,17731,16878,10586,36,14050,894,746,749,17730,-84.27610848,-4.131220604,-3,-0.669286901
227,2,1001,17726,16579,12123,36,13601,891,750,753,17725,-84.09853138,-3.84178497,-3,-0.589533429
228,2,1115,17607,18463,15161,40,15219,961,744,746,18462,-83.97596718,-3.550459857,-2,-0.513844615
229,2,1038,17626,17341,10112,44,15250,1039,749,752,17625,-85.56752701,-4.473013759,-3,-0.703545163
230,2,1110,17821,17420,12446,40,13775,903,747,750,17820,-83.98543242,-3.667692756,-3,-0.692865601
231,2,1037,16987,17415,16534,44,15026,1039,745,747,17414,-84.73107783,-3.572299985,-2,-0.034737298
232,2,953,17345,15121,10466,40,12455,1039,746,749,17344,-86.04709289,-4.073318524,-3,-0.401482772
233,2,1028,17784,16117,13556,40,14413,932,744,747,17783,-84.35136262,-3.955687499,-3,-0.252027705
234,2,1023,18567,16823,15817,40,15567,973,750,753,18566,-84.09768607,-3.662577782,-3,0.3146487933576919
235,2,1000,17540,16785,11576,36,13597,886,743,746,17539,-84.12493982,-3.915795618,-3,-0.664350081
236,2,1025,17368,17718,13907,40,14026,914,745,747,17717,-83.90954823,-3.565061923,-2,-0.685209673
237,2,1320,18078,17098,9918,48,15046,921,744,747,18077,-84.49683789,-4.390955129,-3,-0.668812458
238,2,994,16514,16310,12199,36,12848,844,746,749,16513,-83.92384462,-3.890450228,-3,-0.701525225
239,2,1431,17092,17754,15381,52,14032,897,748,750,17753,-83.56285593,-3.383302089,-2,-0.481815771
240,2,1431,18135,17050,13779,52,13872,917,748,751,18134,-83.93553169,-3.514635041,-3,-0.529383344
241,2,1026,16866,16739,12749,40,14978,946,749,753,18036,-84.67132537,-4.313140163,-4,-0.704766581
242,2,1215,16861,16386,14736,44,12423,846,747,750,16860,-83.4528158,-3.252772652,-3,-0.565578047
243,2,1225,17747,15893,13295,48,14778,946,746,749,17746,-84.57033972,-4.153772877,-3,-0.201222847
244,2,1039,17516,16770,16353,44,14869,1039,744,747,17515,-84.78029476,-3.575900689,-3,0.330090586798934
245,2,997,17348,17628,14148,36,13839,907,745,747,17627,-83.82730545,-3.491306068,-2,-0.690459328
246,2,1129,17232,17405,11157,48,14916,1039,750,752,17404,-85.50279934,-4.312111397,-2,-0.705226969
247,2,1181,17988,16343,15464,48,14902,1039,746,749,17987,-84.91259188,-3.717825784,-3,0.351575336647113
248,2,732,16491,16635,12083,28,10746,864,749,751,16634,-84.08245693,-3.069749709,-2,-0.704643856
249,2,1023,17472,15751,12545,40,14521,942,746,750,17701,-84.73389942,-4.277945878,-4,-0.349422034
250,2,995,18335,16774,15551,40,14779,1039,744,747,18334,-84.7604944,-3.529733202,-3,0.1473629639239978
251,2,1103,17381,16851,12758,40,12956,866,747,750,17380,-83.77657232,-3.556023133,-3,-0.672357156
252,2,1232,16959,16719,12116,48,14835,953,748,752,18128,-84.8153011,-4.351417855,-4,-0.700961312
253,2,1214,16802,17006,14974,44,12644,866,744,746,17005,-83.51269007,-3.186276359,-2,-0.680757344
254,2,1427,17865,17862,12863,56,14397,937,749,752,17864,-84.15403566,-3.70706315,-3,-0.707105922
255,2,1535,18429,17151,14622,56,14682,951,751,754,18428,-84.05176375,-3.56110487,-3,-0.377087544
